,tweet,sentiment
6084,حقيقة 2: خامة صوت آخرين غير حليم وإمكاناتهم درجة أولى لكنهم بالجهل و الكسل حولوها إلى درجة تانية درس عظيم لمن يتفكرون #,neutral
6090,7_ مش أنا اللي لسه بيهري هم بيعملوا كده وطالعين نازلين كذب أسطوري والمفروض يعني أصدقهم لما يبقى فيه دليل بالشكل ده؟ ولا أطنش؟,negative
6095,عزلة الانقلاب عالميا تتزايد وكل دول العالم تمنع مواطنيها من الذهاب الى مصر حتى حقراء الخليج من ممولى الانقلاب يمنعون أهلهم,negative
6097,"البيان: كاديلاك ""ايه تي اس"" تتحدّى الفخامة - #الإمارات #بالعربي	OBJ",
6100,محدش بينجرح اوى غير لما يتفشخ اوى يا عبيد #باسم_طلع_حرامى عشان كدة عاملين #يلا_نحفل_علي_احمد_ادم ههههههههههه هو #احمد_ادم بيوجع اوى كدة *_*,neutral
6104,لصالح من يُلغى مشروع ( محور قناة السويس ) الذي كان من المقرر أن يرفد الخزينة المصرية بمائة مليار دولار سنويا ؟ الجواب…,neutral
6105,#اليوم_السافل : #الاخوان يحرضون على #اضراب_الاطباء !! #خالد_صلاح رمز السقالة,negative
6106,"#السادة_المحترمون الحلقة 151 الأحد 29 سبتمبر 2013 ""دمأمون فندي"" #مصر #	OBJ",
6107,احمد شفيق مقدمة ضده 35 بلاغا إهدار مال عام وفساد منذ عام وقد حماه العسكر من التحقيق هل رأيتم مرشح للرئاسة متهم بهذا العدد من الجرائم,negative
6108,"صباح الخير على كل قراء ""بوابة الشروق"" الصورة لـ""معبد هابو"" بـ #الأقصر #غرد_بصورة …	OBJ",
6111,النفاق أصبح أحد أركان المجتمع ! #اه_والله,negative
6114,سيصبح 6 أكتوبر يوما للعار وليس لذكري الإنتصار #كلام_و_كلام #يوسف_الحسيني #السادة_المحترمون …,negative
6115,الى #الاخوان أردتموها معركة دون وجه حق فدبروا لكم مذبحة دون وجه حق اقرأ المزيد هنا:,neutral
6117,"لماذا استدعى مرسي ضابط الحراسة ؟! دعلاء الأسواني يكتب مقاله بعنوان : "" كيف للرئيس أن ينام ؟! "" على هذا الرابط >>	OBJ",
6119,صورة بها رأيي | إن لم تحترم حق من تعارضه في إختلافه معك بحجة أنه فاشي، إحترس فإنك لا تقل عنه فاشية,negative
6121,جريمة الأهرام,negative
6126,#السيسي جاب #كريمه_الحفناوي و اخريات اتصور معاهم #انتخبوا_ابن_الصهيونية #__,negative
6128,- الجيش خائن - الجيش يشوه الرموز الإسلامية #يسقط_حكم_العسر…,negative
6131,كانوا مستكترين على الغلابة دعم الاخوان وانهارده بيتفاخروا بكسوة الامارات للغلابة فعلا يهود ماسكين الاعلام فى مصر,negative
6143,الشاعر عبدالله حسن اغنية #25_يناير ادي جااامد عشان جااامد مخدش لكل كلاب مجيده,neutral
6144,في نوعية افلام تدخلها تحس ان انت انسان محترم كدة نضيف زي مثلاافلام #عمرو_سلامة #لامؤخذة وفيه افلام تحس انك حقير وعيل سرس زي افلام #السبكي,neutral
6145,ولا أشعر بأدنى تعاطف مع مبارك ونظامه الذي أوصل هذا الشعب إلى ما صار عليه، يستوي في ذلك الإسلاميون وغير الإسلاميين، تد,negative
6148,حازم الببلاوي هراب ومتراجع ولا يستطيع تحمل المسئوليات وحكومته فاشلة #السادة_المحترمون …,negative
6149,المواطن دعييييييف #الماده_الاولى,neutral
6150,انا رفضت وقف فيلم السبكي ورافضه لالغاء مشهد رفع مبارك العلم في سينا انتوا فاكرنها خطوبة وبتقطعوا الصور ده ايه القرف ده #مرار_طافح,negative
6151,إستنكر دعبدالمنعم أبو الفتوح بشدة التصرفات الوحشية واللا إنسانية التى ظهرت فى تسجيل فيديو على الأنترنت ، والذى,negative
6152,#اول_مره_ادخل_تويتر مكنتش متخيل ان انا هلاقى ناس عندها انفصام فالشخصيه بألف وش و الف رأى ناس تاجرت بالدين عشان ريتوي…,negative
6154,"فيديو : الجزء الثاني من حوار المرشح الرئاسي #حمدين_صباحي مع ""الوطن ""	OBJ",
6157,روزاليوسف- تحقيق الزميل / رضا رفعت كوارث استخدام الفحم في مصر #أوقفوا_الفحم,negative
6159,اللي شتموا وكفروبلال والاسواني دلوقتي زي العسل على قلبهم عشان مع القرار واللي اتهموا البرادعي انه عميل بيستشهدوا بيه ضد القرار #عبث,neutral
6161,#ابراهيم_محلب التاجر لما يفلس يدور في دفاتره القديمه، ودفاتر مصر مليئه بالفساد المالي مع رجال أعمال مصرو، هم لصوص ولكن مدللين وظرفاء,negative
6163,الامارات دفعت للانقلاب 8 مليار دولار لاسقاط مرسي وايقاف مشروع قناة السويس وكسبت 100 مليار من الانتفاع بالمشروع لنفسها,negative
6170,الخبر المتداول الان عن موضوع الطعن و الهجوم غير صحيح,negative
6172,"د علاء الأسواني يكتب مقاله الأسبوعي بعنوان:"" من يذكر فوجيموري ؟! "" >> … … نشر صباح اليوم في جريدة المصري اليوم	OBJ",
6174,غضب اعلام العار ممن سخروا من هزيمة مصر من غانا حتى لا تكون فرصة لتلميع سيسي والانقلاب رغم ان من سخروا لم يضروا,negative
6175,لماذا ياأخي تتهمنا بإثارة الفتن عندما نطالب بتحمل مرسي المسئولية السياسية كما كنا نفعل سويا أيام مبارك؟ مش عارف بس هما قالوا لي أقول كده,negative
6185,"_ ياباشمهندس "" #دومة "" ايه الصايع ده الذى تطالب رئيس الجمهورية بالاعفاء عنه هل فى الدول المتقدمة يقدر أحد يتحدى القانون #	NEG",
6187,لا تسمع للكارهين فهم يستحقون الشفقة انت لم تخطئ في التقدير تقريباً منذ 25 يناير لك كل الاحترام و التقدير ويشر…,neutral
6188,في مثل هذا اليوم 29 اغسطس استشهد البطل عملاق الفكر الاسلامي #سيد_قطب بعد ان اعتقله عبد الناصر وقتله ظلما …,positive
6189,ضيف الجزيرة القادم من الاهرام مثل كل مؤيدى الانقلاب قطعية واحدة هى هى نفس الغباوة والبجاحة والوقاحة,negative
6199,#محاكمة_مرسي الظابط لاقيت مع المتهم موبايل بشريحتين وعليه صور بسلاح القاضي والصور علي انهي شريحة الظابط مش فاكر :),negative
6200,"#محمود_سعد : ""أنا بحب الراقصات وهم فوق رأسي""	POS",
6201,#احمد_ادم بقى بضان فشخ مش لاقي غير #باسم يوسف,negative
6202,سبحان الله؛ صار أقوى سلاح في يد أبومازن يهدد به الإسرائيليين هو رحيله ومن معه من مقالي في المصري اليوم غداً,neutral
6204,اللى بيقول ان البلد دى بلدنا لما حد بيقوله يا خواجه بيكون سعيد جدا شوفتو احلى من كده وطنيه #لو_جنان #اتجنن,negative
6205,خطاب مرسي بداية جيدة نتمنى ان يكون ذلك بداية لتوحيد الصفوف ضد العسكر,positive
6209,"الانتخابات البرلمانية القادمة "" دعمرو حمزاوي"" 13 19:00 22:00 يتشرف الدكتور عمرو	OBJ",
6210,"حمزاوى يؤكد احترامه للشرائع السماوية وتأييده لـ""المدنية""	POS",
6212,كنت حاسه ان الدور عالشعب قرب والنداله حتبقي في اي تجمع وأي مكان #سفله #الارهاب,negative
6219,يعني مصر كانت كافرة أيام الفاطميين؟,neutral
6222,كل ما كان يرفضه الاخوان من خطايا الحزب الوطني البرلمانية و إجرامه التشريعي أصبحوا يتبنونه الانمسخرة,negative
6223,"__: _: نسب نبينا محمد صلوات ربي وسلامه عليه #نشر_سيرته #""	OBJ",
6224,فضيحة من العيار الثقيل لواء شرطة يفضح استعانة الشرطة بنخنوخ والبلطجية #مصر,negative
6225,جملة اعتراضية ـــــــــــــــــــــــــــــــ هل هذه الانتخابات عادلة ؟!,negative
6230,ومين قال لك انها كانت نزيهة ده كان كمين وش,negative
6233,الانقلاب افسد زيت التموين والوزير أبو زيت أفسد الرياضة,negative
6234,"متابعات : المصري اليوممختارنوح: لقد نفذ رصيد الإخوانالمصري اليوموأضاف""نوح""، في مداخل #الاخوان #يكفي	OBJ",
6243,لا للمحاكمات العسكرية للجواسيس اللى بيتعاونوا مع اسرائيل ! #تويت_كأنك_ناشط_ايام_حرب_اكتوبر,negative
